	X	Y	Value
1362	14	62	20.00
1363	14	63	20.30
1364	14	64	20.60
1365	14	65	20.90
1366	14	66	21.20
1367	14	67	21.50
1368	14	68	21.80
1369	14	69	22.10
1370	14	70	22.40
1371	14	71	22.70
1372	14	72	23.00
1373	14	73	23.30
1374	14	74	23.60
1375	14	75	23.90
1376	14	76	24.20
1377	14	77	24.50
1378	14	78	24.80
1379	14	79	25.10
1380	14	80	25.40
1381	14	81	25.70
1382	14	82	26.00
1383	14	83	26.30
1384	14	84	26.60
1385	14	85	26.90
1386	14	86	27.20
1387	14	87	27.50
1388	14	88	27.80
1389	14	89	28.10
1390	14	90	28.40
1391	14	91	28.70
1392	14	92	29.00
1393	14	93	29.30
1394	14	94	29.60
1395	14	95	29.90
1396	14	96	30.20
1397	14	97	30.50
1398	14	98	30.80
1399	14	99	31.10
1400	14	0	1.40
1401	15	1	1.80
1402	15	2	2.10
1403	15	3	2.40
1404	15	4	2.70
1405	15	5	3.00
1406	15	6	3.30
1407	15	7	3.60
1408	15	8	3.90
1409	15	9	4.20
1410	15	10	4.50
1411	15	11	4.80
1412	15	12	5.10
1413	15	13	5.40
1414	15	14	5.70
1415	15	15	6.00
1416	15	16	6.30
1417	15	17	6.60
1418	15	18	6.90
1419	15	19	7.20
1420	15	20	7.50
1421	15	21	7.80
1422	15	22	8.10
1423	15	23	8.40
1424	15	24	8.70
1425	15	25	9.00
1426	15	26	9.30
1427	15	27	9.60
1428	15	28	9.90
1429	15	29	10.20
1430	15	30	10.50
1431	15	31	10.80
1432	15	32	11.10
1433	15	33	11.40
1434	15	34	11.70
1435	15	35	12.00
1436	15	36	12.30
1437	15	37	12.60
1438	15	38	12.90
1439	15	39	13.20
1440	15	40	13.50
1441	15	41	13.80
1442	15	42	14.10
1443	15	43	14.40
1444	15	44	14.70
1445	15	45	15.00
1446	15	46	15.30
1447	15	47	15.60
1448	15	48	15.90
1449	15	49	16.20
1450	15	50	16.50
1451	15	51	16.80
1452	15	52	17.10
1453	15	53	17.40
1454	15	54	17.70
1455	15	55	18.00
1456	15	56	18.30
1457	15	57	18.60
1458	15	58	18.90
1459	15	59	19.20
1460	15	60	19.50
1461	15	61	19.80
1462	15	62	20.10
1463	15	63	20.40
1464	15	64	20.70
1465	15	65	21.00
1466	15	66	21.30
1467	15	67	21.60
1468	15	68	21.90
1469	15	69	22.20
1470	15	70	22.50
1471	15	71	22.80
1472	15	72	23.10
1473	15	73	23.40
1474	15	74	23.70
1475	15	75	24.00
1476	15	76	24.30
1477	15	77	24.60
1478	15	78	24.90
1479	15	79	25.20
1480	15	80	25.50
1481	15	81	25.80
1482	15	82	26.10
1483	15	83	26.40
1484	15	84	26.70
1485	15	85	27.00
1486	15	86	27.30
1487	15	87	27.60
1488	15	88	27.90
1489	15	89	28.20
1490	15	90	28.50
1491	15	91	28.80
1492	15	92	29.10
1493	15	93	29.40
1494	15	94	29.70
1495	15	95	30.00
1496	15	96	30.30
1497	15	97	30.60
1498	15	98	30.90
1499	15	99	31.20
1500	15	0	1.50
1501	16	1	1.90
1502	16	2	2.20
1503	16	3	2.50
1504	16	4	2.80
1505	16	5	3.10
1506	16	6	3.40
1507	16	7	3.70
1508	16	8	4.00
1509	16	9	4.30
1510	16	10	4.60
1511	16	11	4.90
1512	16	12	5.20
1513	16	13	5.50
1514	16	14	5.80
1515	16	15	6.10
1516	16	16	6.40
1517	16	17	6.70
1518	16	18	7.00
1519	16	19	7.30
1520	16	20	7.60
1521	16	21	7.90
1522	16	22	8.20
1523	16	23	8.50
1524	16	24	8.80
1525	16	25	9.10
1526	16	26	9.40
1527	16	27	9.70
1528	16	28	10.00
1529	16	29	10.30
1530	16	30	10.60
1531	16	31	10.90
1532	16	32	11.20
1533	16	33	11.50
1534	16	34	11.80
1535	16	35	12.10
1536	16	36	12.40
1537	16	37	12.70
1538	16	38	13.00
1539	16	39	13.30
1540	16	40	13.60
1541	16	41	13.90
1542	16	42	14.20
1543	16	43	14.50
1544	16	44	14.80
1545	16	45	15.10
1546	16	46	15.40
1547	16	47	15.70
1548	16	48	16.00
1549	16	49	16.30
1550	16	50	16.60
1551	16	51	16.90
1552	16	52	17.20
1553	16	53	17.50
1554	16	54	17.80
1555	16	55	18.10
1556	16	56	18.40
1557	16	57	18.70
1558	16	58	19.00
1559	16	59	19.30
1560	16	60	19.60
1561	16	61	19.90
1562	16	62	20.20
1563	16	63	20.50
1564	16	64	20.80
1565	16	65	21.10
1566	16	66	21.40
1567	16	67	21.70
1568	16	68	22.00
1569	16	69	22.30
1570	16	70	22.60
1571	16	71	22.90
1572	16	72	23.20
1573	16	73	23.50
1574	16	74	23.80
1575	16	75	24.10
1576	16	76	24.40
1577	16	77	24.70
1578	16	78	25.00
1579	16	79	25.30
1580	16	80	25.60
1581	16	81	25.90
1582	16	82	26.20
1583	16	83	26.50
1584	16	84	26.80
1585	16	85	27.10
1586	16	86	27.40
1587	16	87	27.70
1588	16	88	28.00
1589	16	89	28.30
1590	16	90	28.60
1591	16	91	28.90
1592	16	92	29.20
1593	16	93	29.50
1594	16	94	29.80
1595	16	95	30.10
1596	16	96	30.40
1597	16	97	30.70
1598	16	98	31.00
1599	16	99	31.30
1600	16	0	1.60
1601	17	1	2.00
1602	17	2	2.30
1603	17	3	2.60
1604	17	4	2.90
1605	17	5	3.20
1606	17	6	3.50
1607	17	7	3.80
1608	17	8	4.10
1609	17	9	4.40
1610	17	10	4.70
1611	17	11	5.00
1612	17	12	5.30
1613	17	13	5.60
1614	17	14	5.90
1615	17	15	6.20
1616	17	16	6.50
1617	17	17	6.80
1618	17	18	7.10
1619	17	19	7.40
1620	17	20	7.70
1621	17	21	8.00
1622	17	22	8.30
1623	17	23	8.60
1624	17	24	8.90
1625	17	25	9.20
1626	17	26	9.50
1627	17	27	9.80
1628	17	28	10.10
1629	17	29	10.40
1630	17	30	10.70
1631	17	31	11.00
1632	17	32	11.30
1633	17	33	11.60
1634	17	34	11.90
1635	17	35	12.20
1636	17	36	12.50
1637	17	37	12.80
1638	17	38	13.10
1639	17	39	13.40
1640	17	40	13.70
1641	17	41	14.00
1642	17	42	14.30
1643	17	43	14.60
1644	17	44	14.90
1645	17	45	15.20
1646	17	46	15.50
1647	17	47	15.80
1648	17	48	16.10
1649	17	49	16.40
1650	17	50	16.70
1651	17	51	17.00
1652	17	52	17.30
1653	17	53	17.60
1654	17	54	17.90
1655	17	55	18.20
1656	17	56	18.50
1657	17	57	18.80
1658	17	58	19.10
1659	17	59	19.40
1660	17	60	19.70
1661	17	61	20.00
1662	17	62	20.30
1663	17	63	20.60
1664	17	64	20.90
1665	17	65	21.20
1666	17	66	21.50
1667	17	67	21.80
1668	17	68	22.10
1669	17	69	22.40
1670	17	70	22.70
1671	17	71	23.00
1672	17	72	23.30
1673	17	73	23.60
1674	17	74	23.90
1675	17	75	24.20
1676	17	76	24.50
1677	17	77	24.80
1678	17	78	25.10
1679	17	79	25.40
1680	17	80	25.70
1681	17	81	26.00
1682	17	82	26.30
1683	17	83	26.60
1684	17	84	26.90
1685	17	85	27.20
1686	17	86	27.50
1687	17	87	27.80
1688	17	88	28.10
1689	17	89	28.40
1690	17	90	28.70
1691	17	91	29.00
1692	17	92	29.30
1693	17	93	29.60
1694	17	94	29.90
1695	17	95	30.20
1696	17	96	30.50
1697	17	97	30.80
1698	17	98	31.10
1699	17	99	31.40
1700	17	0	1.70
1701	18	1	2.10
1702	18	2	2.40
1703	18	3	2.70
1704	18	4	3.00
1705	18	5	3.30
1706	18	6	3.60
1707	18	7	3.90
1708	18	8	4.20
1709	18	9	4.50
1710	18	10	4.80
1711	18	11	5.10
1712	18	12	5.40
1713	18	13	5.70
1714	18	14	6.00
1715	18	15	6.30
1716	18	16	6.60
1717	18	17	6.90
1718	18	18	7.20
1719	18	19	7.50
1720	18	20	7.80
1721	18	21	8.10
1722	18	22	8.40
1723	18	23	8.70
1724	18	24	9.00
1725	18	25	9.30
1726	18	26	9.60
1727	18	27	9.90
1728	18	28	10.20
1729	18	29	10.50
1730	18	30	10.80
1731	18	31	11.10
1732	18	32	11.40
1733	18	33	11.70
1734	18	34	12.00
1735	18	35	12.30
1736	18	36	12.60
1737	18	37	12.90
1738	18	38	13.20
1739	18	39	13.50
1740	18	40	13.80
1741	18	41	14.10
1742	18	42	14.40
1743	18	43	14.70
1744	18	44	15.00
1745	18	45	15.30
1746	18	46	15.60
1747	18	47	15.90
1748	18	48	16.20
1749	18	49	16.50
1750	18	50	16.80
1751	18	51	17.10
1752	18	52	17.40
1753	18	53	17.70
1754	18	54	18.00
1755	18	55	18.30
1756	18	56	18.60
1757	18	57	18.90
1758	18	58	19.20
1759	18	59	19.50
1760	18	60	19.80
1761	18	61	20.10
1762	18	62	20.40
1763	18	63	20.70
1764	18	64	21.00
1765	18	65	21.30
1766	18	66	21.60
1767	18	67	21.90
1768	18	68	22.20
1769	18	69	22.50
1770	18	70	22.80
1771	18	71	23.10
1772	18	72	23.40
1773	18	73	23.70
1774	18	74	24.00
1775	18	75	24.30
1776	18	76	24.60
1777	18	77	24.90
1778	18	78	25.20
1779	18	79	25.50
1780	18	80	25.80
1781	18	81	26.10
1782	18	82	26.40
1783	18	83	26.70
1784	18	84	27.00
1785	18	85	27.30
1786	18	86	27.60
1787	18	87	27.90
1788	18	88	28.20
1789	18	89	28.50
1790	18	90	28.80
1791	18	91	29.10
1792	18	92	29.40
1793	18	93	29.70
1794	18	94	30.00
1795	18	95	30.30
1796	18	96	30.60
1797	18	97	30.90
1798	18	98	31.20
1799	18	99	31.50
1800	18	0	1.80
1801	19	1	2.20
1802	19	2	2.50
1803	19	3	2.80
1804	19	4	3.10
1805	19	5	3.40
1806	19	6	3.70
1807	19	7	4.00
1808	19	8	4.30
1809	19	9	4.60
1810	19	10	4.90
1811	19	11	5.20
1812	19	12	5.50
1813	19	13	5.80
1814	19	14	6.10
1815	19	15	6.40
1816	19	16	6.70
1817	19	17	7.00
1818	19	18	7.30
1819	19	19	7.60
1820	19	20	7.90
1821	19	21	8.20
1822	19	22	8.50
1823	19	23	8.80
1824	19	24	9.10
1825	19	25	9.40
1826	19	26	9.70
1827	19	27	10.00
1828	19	28	10.30
1829	19	29	10.60
1830	19	30	10.90
1831	19	31	11.20
1832	19	32	11.50
1833	19	33	11.80
1834	19	34	12.10
1835	19	35	12.40
1836	19	36	12.70
1837	19	37	13.00
1838	19	38	13.30
1839	19	39	13.60
1840	19	40	13.90
1841	19	41	14.20
1842	19	42	14.50
1843	19	43	14.80
1844	19	44	15.10
1845	19	45	15.40
1846	19	46	15.70
1847	19	47	16.00
1848	19	48	16.30
1849	19	49	16.60
1850	19	50	16.90
1851	19	51	17.20
1852	19	52	17.50
1853	19	53	17.80
1854	19	54	18.10
1855	19	55	18.40
1856	19	56	18.70
1857	19	57	19.00
1858	19	58	19.30
1859	19	59	19.60
1860	19	60	19.90
1861	19	61	20.20
1862	19	62	20.50
1863	19	63	20.80
1864	19	64	21.10
1865	19	65	21.40
1866	19	66	21.70
1867	19	67	22.00
1868	19	68	22.30
1869	19	69	22.60
1870	19	70	22.90
1871	19	71	23.20
1872	19	72	23.50
1873	19	73	23.80
1874	19	74	24.10
1875	19	75	24.40
1876	19	76	24.70
1877	19	77	25.00
1878	19	78	25.30
1879	19	79	25.60
1880	19	80	25.90
1881	19	81	26.20
1882	19	82	26.50
1883	19	83	26.80
1884	19	84	27.10
1885	19	85	27.40
1886	19	86	27.70
1887	19	87	28.00
1888	19	88	28.30
1889	19	89	28.60
1890	19	90	28.90
1891	19	91	29.20
1892	19	92	29.50
1893	19	93	29.80
1894	19	94	30.10
1895	19	95	30.40
1896	19	96	30.70
1897	19	97	31.00
1898	19	98	31.30
1899	19	99	31.60
1900	19	0	1.90
1901	20	1	2.30
1902	20	2	2.60
1903	20	3	2.90
1904	20	4	3.20
1905	20	5	3.50
1906	20	6	3.80
1907	20	7	4.10
1908	20	8	4.40
1909	20	9	4.70
1910	20	10	5.00
1911	20	11	5.30
1912	20	12	5.60
1913	20	13	5.90
1914	20	14	6.20
1915	20	15	6.50
1916	20	16	6.80
1917	20	17	7.10
1918	20	18	7.40
1919	20	19	7.70
1920	20	20	8.00
1921	20	21	8.30
1922	20	22	8.60
1923	20	23	8.90
1924	20	24	9.20
1925	20	25	9.50
1926	20	26	9.80
1927	20	27	10.10
1928	20	28	10.40
1929	20	29	10.70
1930	20	30	11.00
1931	20	31	11.30
1932	20	32	11.60
1933	20	33	11.90
1934	20	34	12.20
1935	20	35	12.50
1936	20	36	12.80
1937	20	37	13.10
1938	20	38	13.40
1939	20	39	13.70
1940	20	40	14.00
1941	20	41	14.30
1942	20	42	14.60
1943	20	43	14.90
1944	20	44	15.20
1945	20	45	15.50
1946	20	46	15.80
1947	20	47	16.10
1948	20	48	16.40
1949	20	49	16.70
1950	20	50	17.00
1951	20	51	17.30
1952	20	52	17.60
1953	20	53	17.90
1954	20	54	18.20
1955	20	55	18.50
1956	20	56	18.80
1957	20	57	19.10
1958	20	58	19.40
1959	20	59	19.70
1960	20	60	20.00
1961	20	61	20.30
1962	20	62	20.60
1963	20	63	20.90
1964	20	64	21.20
1965	20	65	21.50
1966	20	66	21.80
1967	20	67	22.10
1968	20	68	22.40
1969	20	69	22.70
1970	20	70	23.00
1971	20	71	23.30
1972	20	72	23.60
1973	20	73	23.90
1974	20	74	24.20
1975	20	75	24.50
1976	20	76	24.80
1977	20	77	25.10
1978	20	78	25.40
1979	20	79	25.70
1980	20	80	26.00
1981	20	81	26.30
1982	20	82	26.60
1983	20	83	26.90
1984	20	84	27.20
1985	20	85	27.50
1986	20	86	27.80
1987	20	87	28.10
1988	20	88	28.40
1989	20	89	28.70
1990	20	90	29.00
1991	20	91	29.30
1992	20	92	29.60
1993	20	93	29.90
1994	20	94	30.20
1995	20	95	30.50
1996	20	96	30.80
1997	20	97	31.10
1998	20	98	31.40
1999	20	99	31.70
2000	20	0	2.00
2001	21	1	2.40
2002	21	2	2.70
2003	21	3	3.00
2004	21	4	3.30
2005	21	5	3.60
2006	21	6	3.90
2007	21	7	4.20
2008	21	8	4.50
2009	21	9	4.80
2010	21	10	5.10
2011	21	11	5.40
2012	21	12	5.70
2013	21	13	6.00
2014	21	14	6.30
2015	21	15	6.60
2016	21	16	6.90
2017	21	17	7.20
2018	21	18	7.50
2019	21	19	7.80
2020	21	20	8.10
2021	21	21	8.40
2022	21	22	8.70
2023	21	23	9.00
2024	21	24	9.30
2025	21	25	9.60
2026	21	26	9.90
2027	21	27	10.20
2028	21	28	10.50
2029	21	29	10.80
2030	21	30	11.10
2031	21	31	11.40
2032	21	32	11.70
2033	21	33	12.00
2034	21	34	12.30
2035	21	35	12.60
2036	21	36	12.90
2037	21	37	13.20
2038	21	38	13.50
2039	21	39	13.80
2040	21	40	14.10
2041	21	41	14.40
2042	21	42	14.70
2043	21	43	15.00
2044	21	44	15.30
2045	21	45	15.60
2046	21	46	15.90
2047	21	47	16.20
2048	21	48	16.50
2049	21	49	16.80
2050	21	50	17.10
2051	21	51	17.40
2052	21	52	17.70
2053	21	53	18.00
2054	21	54	18.30
2055	21	55	18.60
2056	21	56	18.90
2057	21	57	19.20
2058	21	58	19.50
2059	21	59	19.80
2060	21	60	20.10
2061	21	61	20.40
2062	21	62	20.70
2063	21	63	21.00
2064	21	64	21.30
2065	21	65	21.60
2066	21	66	21.90
2067	21	67	22.20
2068	21	68	22.50
2069	21	69	22.80
2070	21	70	23.10
2071	21	71	23.40
2072	21	72	23.70
2073	21	73	24.00
2074	21	74	24.30
2075	21	75	24.60
2076	21	76	24.90
2077	21	77	25.20
2078	21	78	25.50
2079	21	79	25.80
2080	21	80	26.10
2081	21	81	26.40
2082	21	82	26.70
2083	21	83	27.00
2084	21	84	27.30
2085	21	85	27.60
2086	21	86	27.90
2087	21	87	28.20
2088	21	88	28.50
2089	21	89	28.80
2090	21	90	29.10
2091	21	91	29.40
2092	21	92	29.70
2093	21	93	30.00
2094	21	94	30.30
2095	21	95	30.60
2096	21	96	30.90
2097	21	97	31.20
2098	21	98	31.50
2099	21	99	31.80
2100	21	0	2.10
2101	22	1	2.50
2102	22	2	2.80
2103	22	3	3.10
2104	22	4	3.40
2105	22	5	3.70
2106	22	6	4.00
2107	22	7	4.30
2108	22	8	4.60
2109	22	9	4.90
2110	22	10	5.20
2111	22	11	5.50
2112	22	12	5.80
2113	22	13	6.10
2114	22	14	6.40
2115	22	15	6.70
2116	22	16	7.00
2117	22	17	7.30
2118	22	18	7.60
2119	22	19	7.90
2120	22	20	8.20
2121	22	21	8.50
2122	22	22	8.80
2123	22	23	9.10
2124	22	24	9.40
2125	22	25	9.70
2126	22	26	10.00
2127	22	27	10.30
2128	22	28	10.60
2129	22	29	10.90
2130	22	30	11.20
2131	22	31	11.50
2132	22	32	11.80
2133	22	33	12.10
2134	22	34	12.40
2135	22	35	12.70
2136	22	36	13.00
2137	22	37	13.30
2138	22	38	13.60
2139	22	39	13.90
2140	22	40	14.20
2141	22	41	14.50
2142	22	42	14.80
2143	22	43	15.10
2144	22	44	15.40
2145	22	45	15.70
2146	22	46	16.00
2147	22	47	16.30
2148	22	48	16.60
2149	22	49	16.90
2150	22	50	17.20
2151	22	51	17.50
2152	22	52	17.80
2153	22	53	18.10
2154	22	54	18.40
2155	22	55	18.70
2156	22	56	19.00
2157	22	57	19.30
2158	22	58	19.60
2159	22	59	19.90
2160	22	60	20.20
2161	22	61	20.50
2162	22	62	20.80
2163	22	63	21.10
2164	22	64	21.40
2165	22	65	21.70
2166	22	66	22.00
2167	22	67	22.30
2168	22	68	22.60
2169	22	69	22.90
2170	22	70	23.20
2171	22	71	23.50
2172	22	72	23.80
2173	22	73	24.10
2174	22	74	24.40
2175	22	75	24.70
2176	22	76	25.00
2177	22	77	25.30
2178	22	78	25.60
2179	22	79	25.90
2180	22	80	26.20
2181	22	81	26.50
2182	22	82	26.80
2183	22	83	27.10
2184	22	84	27.40
2185	22	85	27.70
2186	22	86	28.00
2187	22	87	28.30
2188	22	88	28.60
2189	22	89	28.90
2190	22	90	29.20
2191	22	91	29.50
2192	22	92	29.80
2193	22	93	30.10
2194	22	94	30.40
2195	22	95	30.70
2196	22	96	31.00
2197	22	97	31.30
2198	22	98	31.60
2199	22	99	31.90
2200	22	0	2.20
2201	23	1	2.60
2202	23	2	2.90
2203	23	3	3.20
2204	23	4	3.50
2205	23	5	3.80
2206	23	6	4.10
2207	23	7	4.40
2208	23	8	4.70
2209	23	9	5.00
2210	23	10	5.30
2211	23	11	5.60
2212	23	12	5.90
2213	23	13	6.20
2214	23	14	6.50
2215	23	15	6.80
2216	23	16	7.10
2217	23	17	7.40
2218	23	18	7.70
2219	23	19	8.00
2220	23	20	8.30
2221	23	21	8.60
2222	23	22	8.90
2223	23	23	9.20
2224	23	24	9.50
2225	23	25	9.80
2226	23	26	10.10
2227	23	27	10.40
2228	23	28	10.70
2229	23	29	11.00
2230	23	30	11.30
2231	23	31	11.60
2232	23	32	11.90
2233	23	33	12.20
2234	23	34	12.50
2235	23	35	12.80
2236	23	36	13.10
2237	23	37	13.40
2238	23	38	13.70
2239	23	39	14.00
2240	23	40	14.30
2241	23	41	14.60
2242	23	42	14.90
2243	23	43	15.20
2244	23	44	15.50
2245	23	45	15.80
2246	23	46	16.10
2247	23	47	16.40
2248	23	48	16.70
2249	23	49	17.00
2250	23	50	17.30
2251	23	51	17.60
2252	23	52	17.90
2253	23	53	18.20
2254	23	54	18.50
2255	23	55	18.80
2256	23	56	19.10
2257	23	57	19.40
2258	23	58	19.70
2259	23	59	20.00
2260	23	60	20.30
2261	23	61	20.60
2262	23	62	20.90
2263	23	63	21.20
2264	23	64	21.50
2265	23	65	21.80
2266	23	66	22.10
2267	23	67	22.40
2268	23	68	22.70
2269	23	69	23.00
2270	23	70	23.30
2271	23	71	23.60
2272	23	72	23.90
2273	23	73	24.20
2274	23	74	24.50
2275	23	75	24.80
2276	23	76	25.10
2277	23	77	25.40
2278	23	78	25.70
2279	23	79	26.00
2280	23	80	26.30
2281	23	81	26.60
2282	23	82	26.90
2283	23	83	27.20
2284	23	84	27.50
2285	23	85	27.80
2286	23	86	28.10
2287	23	87	28.40
2288	23	88	28.70
2289	23	89	29.00
2290	23	90	29.30
2291	23	91	29.60
2292	23	92	29.90
2293	23	93	30.20
2294	23	94	30.50
2295	23	95	30.80
2296	23	96	31.10
2297	23	97	31.40
2298	23	98	31.70
2299	23	99	32.00
2300	23	0	2.30
2301	24	1	2.70
2302	24	2	3.00
2303	24	3	3.30
2304	24	4	3.60
2305	24	5	3.90
2306	24	6	4.20
2307	24	7	4.50
2308	24	8	4.80
2309	24	9	5.10
2310	24	10	5.40
2311	24	11	5.70
2312	24	12	6.00
2313	24	13	6.30
2314	24	14	6.60
2315	24	15	6.90
2316	24	16	7.20
2317	24	17	7.50
2318	24	18	7.80
2319	24	19	8.10
2320	24	20	8.40
2321	24	21	8.70
2322	24	22	9.00
2323	24	23	9.30
2324	24	24	9.60
2325	24	25	9.90
2326	24	26	10.20
2327	24	27	10.50
2328	24	28	10.80
2329	24	29	11.10
2330	24	30	11.40
2331	24	31	11.70
2332	24	32	12.00
2333	24	33	12.30
2334	24	34	12.60
2335	24	35	12.90
2336	24	36	13.20
2337	24	37	13.50
2338	24	38	13.80
2339	24	39	14.10
2340	24	40	14.40
2341	24	41	14.70
2342	24	42	15.00
2343	24	43	15.30
2344	24	44	15.60
2345	24	45	15.90
2346	24	46	16.20
2347	24	47	16.50
2348	24	48	16.80
2349	24	49	17.10
2350	24	50	17.40
2351	24	51	17.70
2352	24	52	18.00
2353	24	53	18.30
2354	24	54	18.60
2355	24	55	18.90
2356	24	56	19.20
2357	24	57	19.50
2358	24	58	19.80
2359	24	59	20.10
2360	24	60	20.40
2361	24	61	20.70
2362	24	62	21.00
2363	24	63	21.30
2364	24	64	21.60
2365	24	65	21.90
2366	24	66	22.20
2367	24	67	22.50
2368	24	68	22.80
2369	24	69	23.10
2370	24	70	23.40
2371	24	71	23.70
2372	24	72	24.00
2373	24	73	24.30
2374	24	74	24.60
2375	24	75	24.90
2376	24	76	25.20
2377	24	77	25.50
2378	24	78	25.80
2379	24	79	26.10
2380	24	80	26.40
2381	24	81	26.70
2382	24	82	27.00
2383	24	83	27.30
2384	24	84	27.60
2385	24	85	27.90
2386	24	86	28.20
2387	24	87	28.50
2388	24	88	28.80
2389	24	89	29.10
2390	24	90	29.40
2391	24	91	29.70
2392	24	92	30.00
2393	24	93	30.30
2394	24	94	30.60
2395	24	95	30.90
2396	24	96	31.20
2397	24	97	31.50
2398	24	98	31.80
2399	24	99	32.10
2400	24	0	2.40
2401	25	1	2.80
2402	25	2	3.10
2403	25	3	3.40
2404	25	4	3.70
2405	25	5	4.00
2406	25	6	4.30
2407	25	7	4.60
2408	25	8	4.90
2409	25	9	5.20
2410	25	10	5.50
2411	25	11	5.80
2412	25	12	6.10
2413	25	13	6.40
2414	25	14	6.70
2415	25	15	7.00
2416	25	16	7.30
2417	25	17	7.60
2418	25	18	7.90
2419	25	19	8.20
2420	25	20	8.50
2421	25	21	8.80
2422	25	22	9.10
2423	25	23	9.40
2424	25	24	9.70
2425	25	25	10.00
2426	25	26	10.30
2427	25	27	10.60
2428	25	28	10.90
2429	25	29	11.20
2430	25	30	11.50
2431	25	31	11.80
2432	25	32	12.10
2433	25	33	12.40
2434	25	34	12.70
2435	25	35	13.00
2436	25	36	13.30
2437	25	37	13.60
2438	25	38	13.90
2439	25	39	14.20
2440	25	40	14.50
2441	25	41	14.80
2442	25	42	15.10
2443	25	43	15.40
2444	25	44	15.70
2445	25	45	16.00
2446	25	46	16.30
2447	25	47	16.60
2448	25	48	16.90
2449	25	49	17.20
2450	25	50	17.50
2451	25	51	17.80
2452	25	52	18.10
2453	25	53	18.40
2454	25	54	18.70
2455	25	55	19.00
2456	25	56	19.30
2457	25	57	19.60
2458	25	58	19.90
2459	25	59	20.20
2460	25	60	20.50
2461	25	61	20.80
2462	25	62	21.10
2463	25	63	21.40
2464	25	64	21.70
2465	25	65	22.00
2466	25	66	22.30
2467	25	67	22.60
2468	25	68	22.90
2469	25	69	23.20
2470	25	70	23.50
2471	25	71	23.80
2472	25	72	24.10
2473	25	73	24.40
2474	25	74	24.70
2475	25	75	25.00
2476	25	76	25.30
2477	25	77	25.60
2478	25	78	25.90
2479	25	79	26.20
2480	25	80	26.50
2481	25	81	26.80
2482	25	82	27.10
2483	25	83	27.40
2484	25	84	27.70
2485	25	85	28.00
2486	25	86	28.30
2487	25	87	28.60
2488	25	88	28.90
2489	25	89	29.20
2490	25	90	29.50
2491	25	91	29.80
2492	25	92	30.10
2493	25	93	30.40
2494	25	94	30.70
2495	25	95	31.00
2496	25	96	31.30
2497	25	97	31.60
2498	25	98	31.90
2499	25	99	32.20
2500	25	0	2.50
2501	26	1	2.90
2502	26	2	3.20
2503	26	3	3.50
2504	26	4	3.80
2505	26	5	4.10
2506	26	6	4.40
2507	26	7	4.70
2508	26	8	5.00
2509	26	9	5.30
2510	26	10	5.60
2511	26	11	5.90
2512	26	12	6.20
2513	26	13	6.50
2514	26	14	6.80
2515	26	15	7.10
2516	26	16	7.40
2517	26	17	7.70
2518	26	18	8.00
2519	26	19	8.30
2520	26	20	8.60
2521	26	21	8.90
2522	26	22	9.20
2523	26	23	9.50
2524	26	24	9.80
2525	26	25	10.10
2526	26	26	10.40
2527	26	27	10.70
2528	26	28	11.00
2529	26	29	11.30
2530	26	30	11.60
2531	26	31	11.90
2532	26	32	12.20
2533	26	33	12.50
2534	26	34	12.80
2535	26	35	13.10
2536	26	36	13.40
2537	26	37	13.70
2538	26	38	14.00
2539	26	39	14.30
2540	26	40	14.60
2541	26	41	14.90
2542	26	42	15.20
2543	26	43	15.50
2544	26	44	15.80
2545	26	45	16.10
2546	26	46	16.40
2547	26	47	16.70
2548	26	48	17.00
2549	26	49	17.30
2550	26	50	17.60
2551	26	51	17.90
2552	26	52	18.20
2553	26	53	18.50
2554	26	54	18.80
2555	26	55	19.10
2556	26	56	19.40
2557	26	57	19.70
2558	26	58	20.00
2559	26	59	20.30
2560	26	60	20.60
2561	26	61	20.90
2562	26	62	21.20
2563	26	63	21.50
2564	26	64	21.80
2565	26	65	22.10
2566	26	66	22.40
2567	26	67	22.70
2568	26	68	23.00
2569	26	69	23.30
2570	26	70	23.60
2571	26	71	23.90
2572	26	72	24.20
2573	26	73	24.50
2574	26	74	24.80
2575	26	75	25.10
2576	26	76	25.40
2577	26	77	25.70
2578	26	78	26.00
2579	26	79	26.30
2580	26	80	26.60
2581	26	81	26.90
2582	26	82	27.20
2583	26	83	27.50
2584	26	84	27.80
2585	26	85	28.10
2586	26	86	28.40
2587	26	87	28.70
2588	26	88	29.00
2589	26	89	29.30
2590	26	90	29.60
2591	26	91	29.90
2592	26	92	30.20
2593	26	93	30.50
2594	26	94	30.80
2595	26	95	31.10
2596	26	96	31.40
2597	26	97	31.70
2598	26	98	32.00
2599	26	99	32.30
2600	26	0	2.60
2601	27	1	3.00
2602	27	2	3.30
2603	27	3	3.60
2604	27	4	3.90
2605	27	5	4.20
2606	27	6	4.50
2607	27	7	4.80
2608	27	8	5.10
2609	27	9	5.40
2610	27	10	5.70
2611	27	11	6.00
2612	27	12	6.30
2613	27	13	6.60
2614	27	14	6.90
2615	27	15	7.20
2616	27	16	7.50
2617	27	17	7.80
2618	27	18	8.10
2619	27	19	8.40
2620	27	20	8.70
2621	27	21	9.00
2622	27	22	9.30
2623	27	23	9.60
2624	27	24	9.90
2625	27	25	10.20
2626	27	26	10.50
2627	27	27	10.80
2628	27	28	11.10
2629	27	29	11.40
2630	27	30	11.70
2631	27	31	12.00
2632	27	32	12.30
